t	y_obs
1200	-34.76770388
1210	-34.60761498
1220	-36.46305657
1230	-35.06190608
1240	-33.34662423
1250	-34.44773238
1260	-35.45138215
1270	-34.68105062
1280	-34.54116628
1290	-34.97893568
1300	-35.99426528
1310	-34.74274172
1320	-36.1902029
1330	-34.17584071
1340	-33.82222322
1350	-35.37428342
1360	-34.23211213
1370	-36.35383761
1380	-35.3563598
1390	-34.05082922
1400	-35.53865593
1410	-35.12276762
1420	-34.14996062
1430	-35.68677638
1440	-34.05652553
1450	-34.94651271
1460	-35.94748827
1470	-35.8425338
1480	-36.12951654
1490	-35.85457682
1500	-35.29279705
1510	-34.99818994
1520	-36.06814702
1530	-35.24951825
1540	-34.47332657
1550	-36.91869405
1560	-34.68701409
1570	-34.90050932
1580	-34.70167274
1590	-34.6400733
1600	-34.50301617
1610	-35.25328338
1620	-34.2741131
1630	-34.40468725
1640	-34.91121819
1650	-35.19049959
1660	-35.216074
1670	-34.845855
1680	-34.87037453
1690	-36.6962678
1700	-34.95797863
1710	-34.28972657
1720	-35.7184884
1730	-34.41028296
1740	-34.95327851
1750	-33.86000586
1760	-35.0235235
1770	-35.29708759
1780	-35.87464227
1790	-36.35638354
1800	-36.2086485
1810	-34.17306124
1820	-34.89464072
1830	-35.69075069
1840	-35.45952332
1850	-34.82888856
1860	-35.59246951
1870	-34.95385841
1880	-34.70663271
1890	-35.70268674
1900	-35.20174247
1910	-34.22063003
1920	-35.09979161
1930	-34.42037677
1940	-34.66892639
1950	-34.07731919
1960	-34.40572292
1970	-35.02916504
1980	-33.44338999
1990	-35.69741525
2000	-35.27184206
2010	-35.11342542
2020	-35.60165231
2030	-33.65880688
2040	-34.84803956
2050	-34.23964358
2060	-34.88848304
2070	-37.19883589
2080	-35.11531446
2090	-36.34323927
2100	-34.78471838
2110	-35.1084039
2120	-34.61258128
2130	-33.94876914
2140	-35.70605899
2150	-34.72132247
2160	-35.29169325
2170	-34.69068699
2180	-33.90397261
2190	-34.7
2200	-35.52752042
2210	-35.04483381
2220	-34.96716414
2230	-35.59040338
2240	-35.43425056
2250	-34.27182506
2260	-36.53944902
2270	-33.65846754
2280	-35.8443668
2290	-34.98518127
2300	-34.4900099
2310	-34.76807421
2320	-34.58491603
2330	-36.18146475
2340	-35.52863781
2350	-35.55563873
2360	-35.73627603
2370	-33.82155303
2380	-34.35623139
2390	-35.75089556
2400	-34.32324827
2410	-34.85159254
2420	-35.41381885
2430	-34.08248284
2440	-33.92644209
2450	-34.75265797
2460	-34.17353979
2470	-34.30643173
2480	-35.7994374
2490	-35.51027491
2500	-34.21133827
2510	-34.93585705
2520	-35.04032666
2530	-35.53860431
2540	-33.97663941
2550	-34.35471521
2560	-34.23006889
2570	-34.76219271
2580	-33.80671501
2590	-36.01878691
2600	-34.61282251
2610	-35.48992276
2620	-34.57245423
2630	-33.63745172
2640	-33.87205536
2650	-34.39176472
2660	-36.14227937
2670	-34.68527221
2680	-34.41979781
2690	-35.11880152
2700	-35.52024036
2710	-34.15266118
2720	-35.12742455
2730	-34.35594961
2740	-34.36321941
2750	-33.83148381
2760	-34.30043851
2770	-34.68239077
2780	-34.52368024
2790	-34.94471627
2800	-35.17043641
2810	-35.65089366
2820	-34.94461163
2830	-35.04239434
2840	-35.10033332
2850	-34.21231883
2860	-34.29102054
2870	-33.63481518
2880	-35.34472219
2890	-35.1621579
2900	-35.12000751
2910	-35.02551284
2920	-33.98835129
2930	-35.45949497
2940	-34.63442488
2950	-35.42825053
2960	-35.23541591
2970	-34.62013486
2980	-34.56369221
2990	-33.62283499
3000	-34.99303626
3010	-35.41227832
3020	-33.61762114
3030	-34.58732981
3040	-35.78764015
3050	-35.41104278
3060	-35.03989472
3070	-34.6094024
3080	-35.39052088
3090	-34.38409577
3100	-36.24251785
3110	-35.97720973
3120	-34.164926
3130	-33.94923431
3140	-34.00374842
3150	-36.25868116
3160	-35.05794177
3170	-35.03475599
3180	-35.44003965
3190	-35.38717894
3200	-35.59133006
3210	-33.93518265
3220	-33.67013751
3230	-34.64787869
3240	-35.570958
3250	-34.69857166
3260	-35.57569275
3270	-34.30190002
3280	-34.57285905
3290	-34.6682285
3300	-34.47134657
3310	-34.91779985
3320	-34.30113244
3330	-34.11040454
3340	-34.53780383
3350	-34.43904407
3360	-34.50663026
3370	-32.72800999
3380	-35.06392331
3390	-35.26460966
3400	-34.35012742
3410	-34.51642762
3420	-34.30390646
3430	-35.08823503
3440	-34.93989004
3450	-34.60401226
3460	-35.28819842
3470	-34.6737699
3480	-34.29749177
3490	-34.86439698
3500	-34.52320151
3510	-34.28817709
3520	-34.9102616
3530	-35.17448592
3540	-34.66112663
3550	-34.18678796
3560	-35.59150543
3570	-34.04329061
3580	-33.79822081
3590	-35.11971508
3600	-34.41062599
3610	-34.97622212
3620	-34.88264871
3630	-36.08423798
3640	-34.09296424
3650	-35.31029969
3660	-35.23768574
3670	-34.71172674
3680	-34.90393312
3690	-35.59355938
3700	-34.51874906
3710	-34.92601925
3720	-34.69113663
3730	-35.48905023
3740	-34.46665459
3750	-34.78224534
3760	-33.83567001
3770	-35.28758795
3780	-34.62295606
3790	-36.07059529
3800	-34.37621124
3810	-35.13787448
3820	-34.53002937
3830	-34.26210091
3840	-33.6917285
3850	-35.28714528
3860	-35.24103716
3870	-34.44478955
3880	-33.82948429
3890	-35.34449648
3900	-34.25537753
3910	-34.95657044
3920	-35.90790892
3930	-35.16677587
3940	-35.10358837
3950	-35.37264388
3960	-34.29361493
3970	-34.1959466
3980	-35.75302338
3990	-34.55261469
4000	-34.95333491
4010	-35.39580025
4020	-35.05676059
4030	-34.22787969
4040	-35.46227246
4050	-34.75405052
4060	-35.19427115
4070	-35.18954816
4080	-35.40610445
4090	-35.19847683
4100	-34.05148991
4110	-34.75052292
4120	-34.28315015
4130	-35.4422942
4140	-34.35258365
4150	-34.87670237
4160	-33.91093576
4170	-33.74010068
4180	-34.2024775
4190	-34.40745621
4200	-35.50611688
4210	-34.45456535
4220	-34.92429392
4230	-35.0950454
4240	-34.8485351
4250	-35.45618128
4260	-35.54628154
4270	-34.73413597
4280	-35.56157019
4290	-34.73938947
4300	-34.94636622
4310	-34.64503438
4320	-34.87530315
4330	-35.80259027
4340	-35.01695445
4350	-35.2817603
4360	-34.60593694
4370	-34.48518984
4380	-34.98314678
4390	-34.27438286
4400	-35.41914868
4410	-35.76719378
4420	-34.92287513
4430	-34.40889557
4440	-34.2575412
4450	-33.5582985
4460	-34.93788965
4470	-36.08139836
4480	-34.60700327
4490	-34.33883921
4500	-36.00507804
4510	-34.66625909
4520	-34.67845353
4530	-34.67266555
4540	-35.19442493
4550	-34.75566463
4560	-34.61498349
4570	-34.89552829
4580	-34.07256866
4590	-35.23747277
4600	-33.87824414
4610	-35.38069884
4620	-35.04924878
4630	-34.91289113
4640	-35.13214206
4650	-35.33536382
4660	-35.17260918
4670	-34.83236625
4680	-35.12476395
4690	-35.86082077
4700	-34.50666853
4710	-34.58403417
4720	-34.69122633
4730	-35.29486479
4740	-36.37595546
4750	-34.75901954
4760	-35.41563225
4770	-35.70552006
4780	-34.96717857
4790	-35.71539075
4800	-35.24257842
4810	-33.54268174
4820	-34.86617859
4830	-34.25378478
4840	-36.05824129
4850	-35.12564025
4860	-36.4937305
4870	-34.57574489
4880	-34.16665086
4890	-35.46983048
4900	-34.74916563
4910	-34.74217626
4920	-34.65177609
4930	-34.32627756
4940	-35.01328252
4950	-35.47181293
4960	-34.27510186
4970	-34.19427571
4980	-34.6585639
4990	-35.4791247
5000	-34.49102394
5010	-34.89407389
5020	-34.96788666
5030	-34.28571714
5040	-34.46172756
5050	-33.99418648
5060	-35.10263212
5070	-34.15159883
5080	-33.79218403
5090	-35.65336837
5100	-34.80152343
5110	-34.62665242
5120	-34.13063901
5130	-34.84071016
5140	-35.40007356
5150	-34.60202317
5160	-35.40334899
5170	-36.1234311
5180	-35.11670192
5190	-34.72106522
5200	-35.2540118
5210	-34.13044631
5220	-34.97799835
5230	-34.74204389
5240	-35.67017651
5250	-35.28152271
5260	-35.72425594
5270	-34.39069658
5280	-35.19781439
5290	-35.01866113
5300	-35.72123434
5310	-35.57741217
5320	-35.70712229
5330	-35.15734356
5340	-35.53260558
5350	-35.31965084
5360	-34.85479914
5370	-34.94997162
5380	-34.8577614
5390	-34.32131447
5400	-35.93073709
5410	-35.47306696
5420	-35.32617579
5430	-33.64722459
5440	-34.72930762
5450	-35.26816094
5460	-35.69391663
5470	-34.4665231
5480	-34.58795396
5490	-34.99203664
5500	-35.08262363
5510	-34.65225491
5520	-34.20934991
5530	-35.92214245
5540	-34.40585203
5550	-34.50670651
5560	-35.16024169
5570	-34.91825651
5580	-35.42672528
5590	-34.91034844
5600	-34.52573871
5610	-33.49635095
5620	-35.39602686
5630	-35.30138609
5640	-34.16975047
5650	-34.27827372
5660	-35.13397637
5670	-34.67920006
5680	-35.04930732
5690	-35.67138663
5700	-35.27959839
5710	-34.12088645
5720	-34.84524789
5730	-35.39518247
5740	-34.87074984
5750	-34.99205465
5760	-33.74790187
5770	-35.64171806
5780	-34.46621565
5790	-34.86472813
5800	-34.2151506
5810	-34.22246816
5820	-33.99817475
5830	-34.53123289
5840	-36.14900974
5850	-35.82467771
5860	-34.77120855
5870	-34.78093366
5880	-34.32995849
5890	-33.91079154
5900	-34.23084195
5910	-34.66641323
5920	-33.99624235
5930	-35.54253941
5940	-34.45665956
5950	-34.72416954
5960	-34.83842852
5970	-35.1166069
5980	-35.13511856
5990	-34.01178466
6000	-36.19682362
6010	-34.81577635
6020	-34.85521014
6030	-35.21849075
6040	-35.62704841
6050	-34.20945993
6060	-35.2229407
6070	-33.90328897
6080	-34.84373525
6090	-35.02146261
6100	-34.80544911
6110	-35.53806409
6120	-34.7398309
6130	-34.92916418
6140	-34.82422537
6150	-35.72330413
6160	-34.14576601
6170	-34.65453679
6180	-34.55976191
6190	-34.34601958
6200	-35.50321122
6210	-34.96991268
6220	-35.72737237
6230	-34.69704694
6240	-35.47547071
6250	-35.53096928
6260	-34.63079122
6270	-33.58145417
6280	-34.53879669
6290	-35.0675877
6300	-35.32056313
6310	-34.79774793
6320	-34.99339703
6330	-34.41587724
6340	-35.57631543
6350	-34.56926611
6360	-34.93409353
6370	-34.95482702
6380	-34.30678602
6390	-34.31000038
6400	-34.60862349
6410	-35.28660459
6420	-34.94626523
6430	-34.47760792
6440	-35.80133515
6450	-34.88374362
6460	-34.8979145
6470	-34.5034869
6480	-35.56167927
6490	-34.69368889
6500	-34.55667223
6510	-35.21047308
6520	-34.94514402
6530	-34.99694801
6540	-34.25342042
6550	-34.83702148
6560	-35.48866759
6570	-34.89646293
6580	-34.84284485
6590	-34.5891403
6600	-35.03567638
6610	-34.67041636
6620	-34.67726636
6630	-34.98988437
6640	-34.45848539
6650	-35.20190252
6660	-34.7196641
6670	-34.34676877
6680	-35.65080534
6690	-34.2754467
6700	-34.91503414
6710	-35.79212278
6720	-34.75
6730	-34.80158532
6740	-34.75438265
6750	-34.05619148
6760	-34.2555451
6770	-34.73682005
6780	-35.39859162
6790	-34.20268614
6800	-34.16723474
6810	-34.49948898
6820	-34.98621054
6830	-35.24583985
6840	-34.67719479
6850	-35.35148619
6860	-34.86388804
6870	-34.95692237
6880	-35.15541044
6890	-34.26410804
6900	-35.51415924
6910	-33.74662791
6920	-34.80303705
6930	-33.50192981
6940	-35.31656746
6950	-34.60121567
6960	-33.88945629
6970	-34.90836339
6980	-35.29801808
6990	-34.60217445
7000	-34.70929583
7010	-34.39639643
7020	-34.66181304
7030	-34.82201581
7040	-34.84148176
7050	-34.52000557
7060	-34.41373537
7070	-34.2873004
7080	-34.88136437
7090	-34.54124376
7100	-34.88208755
7110	-35.14069927
7120	-35.43476553
7130	-35.85
7140	-35.89896553
7150	-34.82687978
7160	-33.47711842
7170	-34.48702064
7180	-34.60733654
7190	-35.49728329
7200	-34.69265514
7210	-33.79163331
7220	-34.50549022
7230	-34.55563358
7240	-34.67282064
7250	-34.97070993
7260	-33.91146934
7270	-34.40242276
7280	-34.18129951
7290	-34.04260338
7300	-33.96332458
7310	-35.26913582
7320	-34.63168475
7330	-34.70248002
7340	-34.84132386
7350	-33.883068
7360	-35.09210932
7370	-34.16798299
7380	-34.31146221
7390	-34.95400574
7400	-34.1663741
7410	-35.01541185
7420	-34.35029634
7430	-34.94274752
7440	-34.86938746
7450	-35.03517099
7460	-34.93148604
7470	-34.37478071
7480	-35.00301957
7490	-34.08128084
7500	-34.8788138
7510	-35.05428156
7520	-34.09765778
7530	-34.87043192
7540	-34.55069277
7550	-35.2209463
7560	-33.8019924
7570	-34.99904206
7580	-34.45988794
7590	-35.37852124
7600	-35.08672406
7610	-34.63965905
7620	-34.14515197
7630	-35.93096496
7640	-34.56751804
7650	-34.97089223
7660	-35.00205898
7670	-35.01040913
7680	-34.05836711
7690	-33.85841527
7700	-33.61960829
7710	-34.52235281
7720	-35.10971013
7730	-33.64171191
7740	-34.75750117
7750	-34.00743728
7760	-35.15337445
7770	-35.18440316
7780	-33.70639275
7790	-34.35524188
7800	-34.60248794
7810	-34.49663175
7820	-34.08965274
7830	-34.56
7840	-34.5970398
7850	-34.26263338
7860	-35.10980421
7870	-34.70613809
7880	-35.47358739
7890	-34.98086137
7900	-34.38085278
7910	-34.65556516
7920	-34.9275745
7930	-34.44469413
7940	-35.17495094
7950	-34.55102985
7960	-33.59589278
7970	-34.57380853
7980	-33.95419562
7990	-34.24067196
8000	-34.90637535
8010	-35.39517346
8020	-34.72328499
8030	-34.90378518
8040	-36.31596343
8050	-34.41167034
8060	-36.10957229
8070	-34.87567329
8080	-34.43408172
8090	-35.19434873
8100	-35.2689661
8110	-35.30253539
8120	-35.78992807
8130	-36.09203721
8140	-35.68627928
8150	-34.08657938
8160	-35.70994126
8170	-35.85646596
8180	-35.61416742
8190	-35.47821228
8200	-37.86751576
8210	-36.23057339
8220	-35.65855203
8230	-34.38046352
8240	-36.37067644
8250	-34.868586
8260	-34.28309198
8270	-34.54866697
8280	-35.68990815
8290	-34.36215881
8300	-35.19397287
8310	-34.37544005
8320	-35.35817155
8330	-34.97998194
8340	-34.36224409
8350	-34.68583044
8360	-34.55702856
8370	-35.26210552
8380	-35.58171964
8390	-34.62504484
8400	-34.4167049
8410	-34.81408697
8420	-35.79985715
8430	-34.64387636
8440	-34.74599061
8450	-33.90433682
8460	-34.87509034
8470	-35.70984875
8480	-34.06211883
8490	-35.02920311
8500	-34.79171031
8510	-34.67573791
8520	-35.05226725
8530	-34.43468466
8540	-34.34101039
8550	-35.07325501
8560	-33.68995862
8570	-35.3999404
8580	-34.53763709
8590	-35.68068102
8600	-35.00276597
8610	-35.42852266
8620	-34.74221081
8630	-35.39187982
8640	-35.1481094
8650	-34.30704427
8660	-35.09903349
8670	-35.53642271
8680	-33.92046838
8690	-34.69827565
8700	-34.03773204
8710	-35.06961483
8720	-34.72617791
8730	-35.30891732
8740	-35.38588348
8750	-35.23838032
8760	-34.56717892
8770	-34.22830118
8780	-34.7258887
8790	-35.64077392
8800	-34.42809338
8810	-34.20915719
8820	-35.35159706
8830	-33.86530744
8840	-34.42927019
8850	-34.21417478
8860	-34.70031932
8870	-33.45787994
8880	-34.35178107
8890	-34.48714932
8900	-34.72859282
8910	-33.88253775
8920	-34.31570055
8930	-34.85715069
8940	-34.25020858
8950	-35.37063201
8960	-35.00981712
8970	-34.82044966
8980	-34.48316196
8990	-34.3275213
9000	-35.13275601
9010	-34.72209232
9020	-34.09687523
9030	-34.68478645
9040	-34.79820401
9050	-33.57064031
9060	-33.56527593
9070	-34.71808291
9080	-34.61690167
9090	-34.1882445
9100	-33.71686399
9110	-34.87403445
9120	-35.39600584
9130	-34.74073664
9140	-34.70227082
9150	-34.92400336
9160	-34.93567067
9170	-35.52900462
9180	-36.15065139
9190	-35.40252444
9200	-35.07090744
9210	-34.45943379
9220	-34.43328021
9230	-35.34001814
9240	-33.49707525
9250	-34.6001314
9260	-34.46607498
9270	-35.00825014
9280	-34.82813467
9290	-33.86100511
9300	-34.58992531
9310	-33.9904232
9320	-34.65455498
9330	-34.63910798
9340	-34.35736797
9350	-34.61586873
9360	-34.33800768
9370	-34.30528224
9380	-35.18916774
9390	-34.24480544
9400	-33.19126379
9410	-34.69205896
9420	-34.79356992
9430	-34.54776038
9440	-35.15213749
9450	-36.22380768
9460	-34.9358611
9470	-34.15263116
9480	-35.09976168
9490	-34.45463859
9500	-34.6866031
9510	-34.76581492
9520	-35.18916817
9530	-34.81072147
9540	-34.83
9550	-35.43799091
9560	-33.83584819
9570	-33.55379913
9580	-34.41102975
9590	-35.25867178
9600	-34.09334433
9610	-34.96436248
9620	-34.74311228
9630	-34.75262419
9640	-34.6610297
9650	-34.35522152
9660	-35.43157012
9670	-35.446546
9680	-35.224266
9690	-33.91525485
9700	-34.60154283
9710	-34.77652309
9720	-35.07929693
9730	-34.52684493
9740	-34.74995037
9750	-34.35329418
9760	-34.41339472
9770	-35.00746013
9780	-34.41180462
9790	-35.50559213
9800	-35.58849311
9810	-34.60193733
9820	-34.02023703
9830	-34.48084183
9840	-35.14261721
9850	-34.26131139
9860	-34.89961256
9870	-35.00999738
9880	-34.8752253
9890	-35.62298735
9900	-34.27353053
9910	-35.70078726
9920	-34.83060215
9930	-35.73382486
9940	-35.14193338
9950	-35.108012
9960	-34.80912158
9970	-35.14298636
9980	-35.25849985
9990	-35.97794392
10000	-34.75624915
10010	-34.81684623
10020	-35.64991766
10030	-34.77364651
10040	-35.67418242
10050	-34.67930946
10060	-35.71534047
10070	-35.66023168
10080	-35.51108443
10090	-35.56725517
10100	-36.00023261
10110	-36.01165242
10120	-35.49086405
10130	-35.353737
10140	-35.50665526
10150	-35.07171939
10160	-35.6684353
10170	-36.13526326
10180	-34.58058163
10190	-35.26195754
10200	-36.18837508
10210	-36.91694253
10220	-36.15709735
10230	-36.40346996
10240	-35.66093363
10250	-35.35539566
10260	-34.99571961
10270	-35.52518251
10280	-35.17062067
10290	-34.61274671
10300	-35.29649489
10310	-34.53587443
10320	-35.95634214
10330	-35.26031277
10340	-36.13559714
10350	-36.33687298
10360	-35.302957
10370	-35.56546501
10380	-37.01413978
10390	-35.88421226
10400	-36.40695562
10410	-35.51300074
10420	-34.79572658
10430	-35.60773867
10440	-35.5849772
10450	-35.8220064
10460	-36.07341171
10470	-35.58190791
10480	-35.72882498
10490	-36.54999999
10500	-36.06253038
10510	-34.50091763
10520	-36.88162963
10530	-36.28589182
10540	-36.1027085
10550	-36.27436499
10560	-36.21982365
10570	-35.60287405
10580	-35.32817203
10590	-36.30185388
10600	-36.50212634
10610	-35.85958712
10620	-36.72441292
10630	-36.00763538
10640	-37.80217659
10650	-36.08825629
10660	-36.7453618
10670	-36.49628447
10680	-36.3413441
10690	-37.14832534
10700	-36.07659826
10710	-35.97201504
10720	-36.64749232
10730	-36.65868651
10740	-36.47096023
10750	-36.55004303
10760	-36.86631509
10770	-36.45921629
10780	-36.53684554
10790	-37.41333824
10800	-35.58535648
10810	-35.84658594
10820	-36.73624089
10830	-35.97940344
10840	-36.48382244
10850	-35.78509469
10860	-36.65248992
10870	-35.98467568
10880	-36.30032537
10890	-37.68108546
10900	-36.8736477
10910	-37.17420316
10920	-36.33828071
10930	-36.7122484
10940	-36.17914463
10950	-37.10016637
10960	-37.80128759
10970	-36.07185931
10980	-37.0920753
10990	-36.58650697
11000	-37.21399252
11010	-36.69774025
11020	-36.44502587
11030	-36.46039297
11040	-37.66891488
11050	-36.4484707
11060	-36.7883522
11070	-36.17150608
11080	-35.89114872
11090	-35.50293134
11100	-37.18822133
11110	-35.90464043
11120	-37.08027899
11130	-36.71428637
11140	-36.87991957
11150	-36.6203963
11160	-37.52833408
11170	-36.76726064
11180	-37.43226149
11190	-37.42552712
11200	-37.46606916
11210	-38.42437678
11220	-38.34295261
11230	-38.03956031
11240	-36.63777775
11250	-38.49032191
11260	-37.76868704
11270	-37.21549574
11280	-37.94826159
11290	-37.71262196
11300	-36.70015554
11310	-36.93900662
11320	-36.44411138
11330	-37.61375523
11340	-37.54640066
11350	-37.09525092
11360	-35.57649688
11370	-36.17785917
11380	-36.36686701
11390	-37.48464603
11400	-36.03180575
11410	-36.98062518
11420	-36.49985775
11430	-37.30981276
11440	-36.24134714
11450	-36.26611952
11460	-38.10607772
11470	-36.12536467
11480	-37.45415642
11490	-37.80143269
11500	-38.54629904
11510	-38.69110554
11520	-39.91245854
11530	-40.82525624
11540	-40.7454764
11550	-39.71039644
11560	-39.22267135
11570	-39.14908872
11580	-39.79736348
11590	-40.2087619
11600	-40.74140761
11610	-42.14686428
11620	-40.51114606
11630	-38.95923961
11640	-39.73118217
11650	-40.75529611
11660	-41.80507193
11670	-40.38378236
11680	-39.15248232
11690	-40.53349985
11700	-41.31024345
11710	-41.68089995
11720	-41.39678392
11730	-40.75521979
11740	-40.0204327
11750	-40.01815825
11760	-40.54558364
11770	-40.15417179
11780	-39.48658567
11790	-39.44308412
11800	-40.03708592
11810	-41.07826535
11820	-40.26297258
11830	-40.1529363
11840	-40.31912856
11850	-40.2178942
11860	-40.09394838
11870	-40.00114674
11880	-39.87122491
11890	-39.84262186
11900	-40.0407173
11910	-40.28425604
11920	-40.61241853
11930	-41.14456074
11940	-40.7637
11950	-39.89222598
11960	-40.56200752
11970	-41.04333865
11980	-40.04757944
11990	-40.03734217
12000	-40.63566922
12010	-41.22347307
12020	-41.28925244
12030	-38.8017846
12040	-39.1071488
12050	-41.30641774
12060	-41.23935506
12070	-41.10827782
12080	-40.95220358
12090	-40.47637416
12100	-39.46044574
12110	-40.52775868
12120	-41.75706815
12130	-40.70811085
12140	-40.13622316
12150	-41.16976331
12160	-41.36257123
12170	-41.19457918
12180	-40.19142608
12190	-38.97237788
12200	-39.66887291
12210	-40.45072043
12220	-41.05257872
12230	-41.09441688
12240	-40.96817539
12250	-39.93559292
12260	-39.51474992
12270	-40.57627765
12280	-40.61157823
12290	-40.4705838
12300	-40.53006606
12310	-40.71502928
12320	-41.42850429
12330	-41.57391273
12340	-41.53906123
12350	-41.46679317
12360	-41.30656908
12370	-41.37988503
12380	-41.7374995
12390	-41.58884704
12400	-40.27609647
12410	-40.17077161
12420	-41.49835309
12430	-41.84073488
12440	-41.76492592
12450	-41.57777217
12460	-40.9384607
12470	-40.85518444
12480	-41.27213443
12490	-41.59024726
12500	-41.76716622
12510	-41.93109622
12520	-42.15723648
12530	-42.28999691
12540	-42.28014027
12550	-42.251814
12560	-42.13358935
12570	-41.6311587
12580	-41.04419543
12590	-40.28765668
12600	-39.9514864
12610	-40.81843047
12620	-41.348466
12630	-39.88574446
12640	-39.37338006
12650	-39.31316735
12660	-39.50313877
12670	-39.58061185
12680	-38.65127705
12690	-39.056677
12700	-39.33754925
12710	-38.94913121
12720	-37.13471051
12730	-38.20512675
12740	-37.91745924
12750	-38.18850484
12760	-38.97695158
12770	-38.51333061
12780	-37.42502544
12790	-37.78623911
12800	-37.85742802
12810	-38.4118198
12820	-38.84764291
12830	-39.02310492
12840	-39.60989285
12850	-37.84016406
12860	-37.97242278
12870	-38.7242803
12880	-39.29036487
12890	-38.500156
12900	-39.48848646
12910	-39.49960989
12920	-39.25522347
12930	-39.43655533
12940	-39.7395028
12950	-40.19024036
12960	-40.77312352
12970	-40.41420817
12980	-39.6406155
12990	-38.93527043
13000	-39.41131595
13010	-40.84134359
13020	-40.19792913
13030	-39.75454966
13040	-40.46315085
13050	-40.02559921
13060	-39.2364673
13070	-39.14013921
13080	-39.13308662
13090	-39.15216877
13100	-39.52586342
13110	-39.54107284
13120	-39.08407075
13130	-38.14279005
13140	-38.37019068
13150	-39.21669842
13160	-40.06567515
13170	-38.72606525
13180	-38.27402153
13190	-37.811842
13200	-37.37124945
13210	-37.36463712
13220	-38.42855578
13230	-38.2335575
13240	-37.88332142
13250	-37.73385487
13260	-37.71736592
13270	-37.94288575
13280	-38.58718044
13290	-36.68946143
13300	-37.63913993
13310	-37.51818061
13320	-38.31935373
13330	-37.99517023
13340	-37.87355719
13350	-38.17182559
13360	-37.49504895
13370	-37.09258133
13380	-35.97026055
13390	-36.20181243
13400	-37.76026983
13410	-37.22941547
13420	-37.31672435
13430	-37.7776525
13440	-37.36625152
13450	-37.34319796
13460	-37.9323291
13470	-38.9951877
13480	-39.38000197
13490	-39.01384731
13500	-37.87445043
13510	-37.58730702
13520	-37.64887947
13530	-37.92412242
13540	-37.33252041
13550	-37.39753221
13560	-36.99649153
13570	-37.71960219
13580	-37.8230244
13590	-37.63964968
13600	-37.11522915
13610	-36.46629138
13620	-37.15466768
13630	-37.53511994
13640	-37.45866236
13650	-37.98949153
13660	-37.16412168
13670	-37.99916608
13680	-37.96277644
13690	-37.40823832
13700	-37.41580551
13710	-38.01636505
13720	-37.94200451
13730	-38.04587425
13740	-36.73742408
13750	-37.05809253
13760	-37.70552675
13770	-38.09368445
13780	-37.84793509
13790	-36.83350105
13800	-37.09071973
13810	-37.32995385
13820	-36.73780504
13830	-36.65059224
13840	-37.648144
13850	-38.27755249
13860	-37.80145152
13870	-37.82542551
13880	-39.26481649
13890	-39.04751022
13900	-39.73951695
13910	-40.06267571
13920	-39.27292847
13930	-39.30679329
13940	-39.34348591
13950	-39.18725007
13960	-38.95079676
13970	-38.30081176
13980	-36.81593634
13990	-37.06728077
14000	-37.39043916
14010	-37.24259658
14020	-36.69578133
14030	-37.06687621
14040	-38.53417574
14050	-36.45058027
14060	-38.15002373
14070	-37.99227827
14080	-37.01153239
14090	-37.06514302
14100	-37.1433513
14110	-36.74
