t	y_obs
4329	1.393
4334.4	1.843
4336.1	1.179
4341.6	1.504
4343.4	1.304
4349.2	0.995
4351	1.077
4363.8	1.844
4365.6	2.121
4371	1.522
4373	2.115
4378.3	1.301
4380	1.477
4385.2	1.901
4386.9	1.305
4392	1.406
4399.4	1.564
4401.2	1.14
4406.7	1.712
4408.7	1.806
4414.3	1.585
4416	1.938
4421.2	1.945
4423	1.571
4428.2	1.836
4430	2.001
4435.2	2.274
4437.1	1.679
4443.1	1.513
4445	1.738
4450.3	1.517
4452.2	1.654
4465.1	1.508
4467	1.303
4472.4	1.364
4474.4	1.433
4480.1	1.173
4481.9	1.376
4487.3	1.217
4489.1	1.159
4494.7	1.271
4496.4	1.221
4501.8	1.821
4503.7	1.967
4509.2	1.622
4511.1	1.276
4516.9	1.773
4518.6	1.774
4524	1.551
4525.9	1.597
4531.5	1.947
4533.4	1.619
4538.8	1.507
4540.5	1.834
4546.1	1.925
4548	1.243
4553.5	1.443
4555.3	1.418
4560.8	1.193
4562.5	1.458
4567.9	1.008
4569.8	1.17
4575.5	1.37
4577.4	1.338
4583.1	1.546
4585.1	1.431
4590.9	1.211
4592.7	1.93
4598.6	1.4
4605.9	1.857
4607.8	1.69
4613.3	1.524
4615.1	1.164
4629.4	1.179
4631.1	1.382
4636.4	1.824
4638.3	1.61
4643.6	1.321
4645.4	1.719
4650.9	1.594
4652.6	1.368
4665.4	1.391
4667.4	1.301
4673.1	1.352
4675	1.281
4681.1	1.621
4683	1.44
4688.5	1.199
4690.4	1.39
4695.7	1.691
4697.6	1.383
4704	1.903
4705.9	1.454
4711.9	1.319
4713.7	1.035
4719.4	1.656
4721.4	1.846
4727.3	1.291
4729.3	1.215
4735	1.118
4736.9	1.301
4742.8	1.179
4744.8	1.652
4750.2	1.475
4752	1.454
4757.7	1.224
4759.5	1.169
4765.3	1.552
4767.1	1.14
4772.5	1.694
4774.4	2.293
4780.4	1.587
4782.3	1.367
4788	1.832
4795.7	1.838
4797.9	1.403
4803.8	1.558
4805.6	1.443
4811.2	1.447
4813.1	2.116
4818.6	1.777
4820.4	2.287
4826.1	1.615
4828.1	1.726
4833.8	2.223
4835.6	1.581
4841.2	1.754
4843	1.979
4848.6	1.803
4850.5	2.117
4863.9	1.623
4865.7	2.275
4871.2	1.972
4873.2	1.796
4879	2.72
4881	1.514
4886.9	1.723
4888.9	1.648
4894.7	1.612
4896.5	1.332
4902.2	1.422
4904	1.408
4909.5	1.151
4911.3	1.188
4916.9	1.465
4918.8	1.052
4924.6	1.55
4926.6	1.575
4932.5	1.513
4934.5	1.343
4940.1	1.625
4941.9	1.431
4954.9	1.418
4956.9	1.793
4962.7	1.524
4964.7	1.908
4970.3	1.94
4972.5	2.223
4978.3	1.51
4980.2	1.828
4985.8	1.363
4993.4	1.654
4995.4	1.466
5001.2	1.353
5003	1.566
5008.6	1.174
5010.4	1.31
5015.9	1.384
5017.7	1.268
5023.2	1.921
5025.2	1.363
5031.5	1.622
5033.5	1.402
5039.2	1.784
5041.1	1.681
5047.1	1.485
5048.9	1.736
5054.4	1.975
5056.3	2.076
5061.9	1.922
5063.9	1.069
5069.7	1.467
5071.7	1.493
5077.9	1.732
5079.7	1.64
5085.3	1.032
5087.2	1.14
5093.2	1.166
5095.2	1.334
5101.2	1.674
5103.3	1.423
5109.8	1.476
5111.6	1.53
5117.4	1.427
5119.4	1.013
5124.9	1.552
5126.9	1.223
5132.4	1.536
5134.3	1.355
5140.4	1.906
5142.4	1.559
5148.2	1.5
5150	1.765
5163.5	1.877
5165.4	1.982
5171.3	1.257
5173.4	1.528
5179.6	1.579
5181.5	1.517
5187.6	1.453
5189.5	1.533
5195.4	1.367
5197.5	1.668
5203.4	1.812
5205.2	2.111
5211.4	1.86
5213.4	1.963
5219.4	2.184
5221.3	1.851
5227.2	1.5
5229.1	1.617
5235	1.957
5237.1	2.336
5243.2	2.052
5245.3	1.873
5251.5	1.796
5253.6	2.261
5259.9	1.851
5261.7	1.994
5267.7	1.628
5269.6	2.451
5276	1.565
5278	1.679
5284	2.506
5286	1.976
5291.9	2.063
5293.9	1.875
5299.8	2.248
5301.9	2.607
5307.9	2.104
5309.9	1.856
5316.1	1.597
5318	1.716
5323.6	2.021
5325.5	1.431
5331.6	1.568
5333.9	2.005
5340.3	1.436
5342.2	1.537
5348.4	1.172
5350.4	1.496
5365	1.143
5366.6	1.295
5371.7	1.475
5373.9	1.119
5379.5	1.804
5381.6	1.987
5388.2	1.091
5390.1	1.688
5396	1.284
5398.2	1.536
5404.8	1.55
5406.6	1.925
5412.4	1.729
5414.6	2.065
5420.4	2.049
5422.5	2.555
5429	2.018
5430.9	1.973
5436.6	2.525
5438.7	2.433
5445	2.229
5446.9	1.917
5452.3	2.313
5454.4	1.662
5460.9	2.098
5462.8	2.407
5469.5	1.491
5471.4	1.702
5476.8	1.995
5478.9	1.895
5485.3	1.032
5487.2	1.054
5492.9	1.279
5495	1.614
5501.1	1.57
5503.4	1.192
5509.9	1.467
5511.8	1.475
5517.5	1.609
5519.7	1.47
5526.3	1.479
5528.2	1.797
5533.8	1.284
5535.9	1.802
5541.6	1.583
5543.6	1.795
5549.8	2.043
5551.7	1.998
5558.2	2.224
5560.2	1.803
5566	2.168
5568.3	2.842
5581.9	2.407
5584	2.198
5590.7	2.311
5592.6	1.892
5599	1.906
5600.8	1.343
5606.4	2.279
5608.5	1.865
5614.5	1.15
5616.7	1.285
5622.4	1.482
5624.7	1.324
5631.6	1.367
5633.6	1.466
5639.8	1.949
5641.6	2.057
5647	1.994
5649.1	1.683
5654.9	1.948
5657.2	2.032
5663.5	1.307
5665.7	1.04
5672.4	2.002
5674.3	1.378
5680.5	1.451
5682.5	1.918
5688.2	1.739
5690.4	1.731
5696.1	1.27
5698.4	1.417
5704.8	1.57
5707.1	1.394
5713.7	1.86
5715.6	1.742
5721.8	1.477
5723.7	1.695
5729.5	1.67
5731.7	1.953
5737.6	1.644
5739.7	1.298
5745.6	1.248
5747.7	1.313
5754.3	1.264
5756.1	1.599
5769.6	1.408
5772.2	1.512
5778.9	1.551
5781.1	1.641
5787.5	1.027
5789.9	1.179
5796.8	1.357
5798.8	1.631
5805.4	1.34
5807.3	1.614
5813.1	1.834
5815.3	1.239
5821.2	1.506
5823.3	1.763
5829.5	1.411
5831.7	1.523
5838.4	1.841
5840.3	1.589
5846.7	1.538
5848.6	1.872
5854	1.33
5856.1	1.446
5870.8	1.899
5879.7	1.846
5881.7	2.241
5888.1	1.46
5890	1.217
5895.6	1.801
5897.8	2.031
5904	1.617
5906.2	1.757
5912.5	2.018
5914.8	2.1
5921.7	1.532
5923.6	1.559
5929.7	1.844
5932.1	2.358
5938.5	1.61
5940.8	1.273
5947	1.498
5949.3	1.376
5955.6	1.561
5958	1.111
5965.1	1.311
5974	1.952
5976	2.601
5982.2	1.69
5984.5	1.87
5990.6	1.523
5993	1.512
5999.3	1.55
6001.5	1.529
6008.1	1.668
6010.1	1.469
6016.8	1.538
6018.9	1.693
6024.9	1.328
6027.3	1.627
6033.6	1.191
6035.9	1.387
6042.1	1.544
6044.5	1.38
6051.6	2.109
6053.5	2.172
6060	1.235
6062	1.305
6068	1.933
6070.2	1.549
6076.3	1.604
6078.6	1.675
6085.2	1.565
6087.5	1.619
6094.2	1.56
6096.2	1.846
6103.3	2.082
6105.2	1.659
6110.9	1.859
6113.1	2.323
6119.2	1.412
6121.5	1.67
6127.5	1.478
6129.7	1.669
6137	1.669
6139	1.402
6145.8	2.016
6148	1.785
6154.4	1.793
6156.8	1.747
6163.2	1.752
6165.5	1.87
6171.7	2.463
6181.4	1.822
6183.5	2.273
6190.1	1.762
6192	1.985
6197.9	1.607
6200.1	1.725
6206.1	1.467
6208.4	1.476
6214.6	1.572
6217	1.548
6224.2	1.508
6226.2	1.647
6233.2	1.653
6235.2	1.509
6241.2	1.738
6243.6	1.601
6250.1	2.005
6252.5	2.32
6259.5	2.151
6261.4	2.463
6268	1.983
6269.9	1.92
6277	1.907
6287.2	1.7
6293.6	1.736
6296.2	1.786
6302.7	2.143
6305.2	1.696
6328.9	1.755
6331.2	1.592
6337.8	1.919
6340.2	1.799
6346.9	1.796
6349.4	1.296
6356.7	1.194
6358.6	1.448
6365.2	1.616
6367.1	1.875
6373.4	1.883
6375.8	1.471
6382.2	2.174
6384.6	2.191
6391.5	1.35
6393.9	1.517
6401.2	1.337
6403.1	1.471
6410	2.07
6412.1	1.466
6418.4	1.946
6420.7	1.814
6427.2	1.854
6429.5	1.824
6436.7	2.007
6438.7	1.528
6445.7	1.513
6447.6	1.416
6463.1	1.684
6465.7	2.26
6472.2	1.568
6474.6	1.963
6481	1.545
6483.4	1.38
6490.6	1.454
6492.7	1.318
6499.7	1.802
6501.7	1.594
6507.7	2.216
6510.1	1.291
6516.5	1.529
6519	1.619
6525.5	1.836
6527.9	1.369
6535.3	1.26
6537.5	3.288
6544.5	1.436
6546.5	1.196
6552.6	1.506
6555	1.424
6561.5	1.431
6564	1.118
6570.7	1.427
6580.3	1.684
6582.4	1.339
6589.4	1.641
6591.4	1.534
6597.6	1.615
6599.9	1.614
6606.6	1.471
6609.3	1.604
6616.2	2.161
6625.8	1.746
6628	1.577
6643.6	1.673
6645.9	1.525
6652.3	1.879
6654.7	1.214
6661.3	1.44
6663.7	1.737
6671.3	1.231
6680.2	1.625
6682.1	1.536
6688	1.482
6690.3	1.41
6696.8	1.349
6699.2	1.711
6705.9	1.593
6708.4	1.687
6716.1	1.323
6725.1	1.352
6727.1	1.383
6733	1.314
6735.3	1.59
6741.7	1.699
6744.2	1.175
6751.9	2.158
6753.9	1.53
6761.5	1.396
6763.5	1.724
6770.5	1.429
6778.9	1.653
6781.5	1.278
6788.5	1.319
6797.6	2.002
6800.1	2.037
6807.8	1.722
6810	1.72
6817.2	1.884
6819.2	1.726
6828	1.933
6835.1	1.294
6837.5	1.429
6843.8	2.137
6846.4	1.389
6854.1	2.447
6856.1	2.336
6862.8	2.029
6865	2.078
6871.6	1.587
6874.1	1.726
6880.8	1.838
6883.2	1.577
6889.6	1.85
6892	1.603
6899.5	1.788
6901.6	2.095
6909.1	2.147
6911.3	2.369
6917.5	1.671
6920	1.831
6927	1.982
6929.5	1.544
6936.4	1.294
6938.9	1.509
6946.2	1.8
6948.3	1.767
6955.4	1.747
6957.4	1.373
6963.8	1.454
6966.4	1.462
6973.3	2.073
6976	1.748
6982.9	1.794
6985.5	1.377
6993.2	1.796
6995.3	1.488
7002.4	1.47
7004.4	2.411
7010.9	1.47
7013.4	1.457
7020.3	1.358
7022.7	1.679
7029.5	1.627
7032	1.928
7040.3	1.302
7042.5	1.537
7068.7	1.518
7071.4	1.881
7078.4	1.376
7081	1.456
7088.5	1.094
7090.5	1.375
7097.5	1.831
7099.6	1.978
7106	2.255
7115.5	2.361
7118.2	2.05
7144.6	1.606
7146.9	1.796
7153.4	2.342
7156	1.946
7163	2.045
7165.4	2.515
7172.2	1.752
7174.8	1.404
7182.6	1.757
7184.7	1.673
7209.3	2.331
7211.9	2.394
7218.8	2.126
7221.2	2.524
7228.7	1.635
7230.7	1.841
7238.1	1.761
7240.4	1.665
7247.1	1.748
7249.7	1.571
7256.9	1.821
7259.5	2.302
7266.3	1.654
7268.9	1.725
7276.5	1.781
7278.6	2.207
7285.6	1.58
7287.9	1.435
7294.6	1.766
7303.8	2.188
7306.4	1.541
7313.3	3.158
7316	1.435
7323.9	2.151
7326.1	2.106
7333.3	1.553
7335.5	1.422
7342.1	1.786
7351.4	1.917
7354	1.876
7361.1	2.274
7371.7	2.13
7373.8	2.343
7381.3	1.585
7383.5	1.758
7390.2	1.535
7399.6	1.608
7402.2	1.213
7410.2	1.562
7412.5	1.724
7419.9	2.217
7422	1.626
7429.6	1.633
7431.8	2.038
7438.6	1.355
7441.2	1.845
7448.3	1.439
7450.8	1.431
7458.8	1.94
7461	2.576
7468.5	2.11
7470.7	1.283
7478.3	1.65
7480.6	1.55
7482.9	1.669
7485.1	1.941
7487.3	1.189
7489.8	1.848
7496.5	1.771
7499.1	1.987
7506.3	2.036
7508.9	1.983
7535.9	1.571
7545.8	2.171
7548.3	1.62
7555.4	1.693
7558.2	1.703
7566.7	1.78
7569	1.34
7576.6	1.929
7579	1.482
7585.7	1.888
7588.4	1.901
7595.6	1.529
7598.3	1.321
7605.7	2.06
7608.2	1.593
7616.2	2.076
7618.4	2.402
7625.7	1.958
7627.9	1.375
7634.2	1.225
7636.8	2.411
7643.9	1.284
7646.6	1.579
7654.2	1.365
7656.7	1.614
7664.5	1.269
7666.7	1.686
7674.4	1.455
7676.6	1.438
7683.2	1.277
7685.9	1.814
7693.5	1.563
7696.1	1.373
7703.9	1.563
7706.4	1.396
7714.1	1.647
7723.9	1.571
7726.2	1.595
7733	1.922
7735.8	1.579
7743.1	1.422
7745.6	1.437
7752.7	1.522
7755.4	1.539
7763.4	1.529
7765.6	1.782
7773.3	1.855
7775.5	1.426
